ID,Title,N_Samples,Pass_At_1_Attempt,Num_Passed,Compilable_Count,Compilable_Rate,First_Pass_Attempt,Avg_Code_BLEU,Avg_CodeBERT_F1,First_Pass_Code_BLEU,First_Pass_CodeBERT_F1
s0827_making_a_large_island,Making A Large Island,5,1,3,1,1.0000,0,0.2732,0.7929,0.2732,0.7929
s0840_magic_squares_in_grid,Magic Squares In Grid,5,1,4,1,1.0000,0,0.2734,0.8086,0.2734,0.8086
s0874_walking_robot_simulation,Walking Robot Simulation,5,0,0,1,1.0000,N/A,0.0000,0.0000,0.0000,0.0000
s0832_flipping_an_image,Flipping an Image,5,1,5,1,1.0000,0,0.3187,0.7991,0.3187,0.7991
s0853_car_fleet,Car Fleet,5,0,0,0,0.0000,N/A,0.0000,0.0000,0.0000,0.0000
s0821_shortest_distance_to_a_character,Shortest Distance to a Character,5,1,5,1,1.0000,0,0.3467,0.8455,0.3467,0.8455
s0878_nth_magical_number,Nth Magical Number,5,1,5,1,1.0000,0,0.4011,0.8348,0.4011,0.8348
s0879_profitable_schemes,Profitable Schemes,5,0,1,1,1.0000,4,0.3998,0.8099,0.3998,0.8099
s0831_masking_personal_information,Masking Personal Information,5,0,0,1,1.0000,N/A,0.0000,0.0000,0.0000,0.0000
s0849_maximize_distance_to_closest_person,Maximize Distance to Closest Person,5,1,5,1,1.0000,0,0.2717,0.8072,0.2717,0.8072
s0867_transpose_matrix,Transpose Matrix,5,1,5,1,1.0000,0,0.4848,0.8381,0.4848,0.8381
s0888_fair_candy_swap,Fair Candy Swap,5,1,3,1,1.0000,0,0.4646,0.8928,0.4646,0.8928
s0808_soup_servings,Soup Servings,5,0,0,1,1.0000,N/A,0.0000,0.0000,0.0000,0.0000
s0884_uncommon_words_from_two_sentences,Uncommon Words from Two Sentences,5,1,5,1,1.0000,0,0.6616,0.8958,0.6616,0.8958
s0837_new_21_game,New 21 Game,5,0,0,1,1.0000,N/A,0.0000,0.0000,0.0000,0.0000
s0890_find_and_replace_pattern,Find and Replace Pattern,5,1,5,1,1.0000,0,0.4114,0.8018,0.4114,0.8018
s0846_hand_of_straights,Hand of Straights,5,1,4,1,1.0000,0,0.4715,0.8437,0.4715,0.8437
s0820_short_encoding_of_words,Short Encoding of Words,5,0,0,0,0.0000,N/A,0.0000,0.0000,0.0000,0.0000
s0845_longest_mountain_in_array,Longest Mountain in Array,5,1,5,1,1.0000,0,0.4977,0.8399,0.4977,0.8399
s0816_ambiguous_coordinates,Ambiguous Coordinates,5,0,0,1,1.0000,N/A,0.0000,0.0000,0.0000,0.0000
s0862_shortest_subarray_with_sum_at_least_k,Shortest Subarray with Sum at Least K,5,1,5,1,1.0000,0,0.4242,0.8280,0.4242,0.8280
s0806_number_of_lines_to_write_string,Number of Lines To Write String,5,1,5,1,1.0000,0,0.3175,0.8227,0.3175,0.8227
s0803_bricks_falling_when_hit,Bricks Falling When Hit,5,0,0,1,1.0000,N/A,0.0000,0.0000,0.0000,0.0000
s0833_find_and_replace_in_string,Find And Replace in String,5,0,0,1,1.0000,N/A,0.0000,0.0000,0.0000,0.0000
s0810_chalkboard_xor_game,Chalkboard XOR Game,5,0,0,1,1.0000,N/A,0.0000,0.0000,0.0000,0.0000
s0892_surface_area_of_3d_shapes,Surface Area of 3D Shapes,5,0,1,1,1.0000,3,0.5244,0.8596,0.5244,0.8596
s0865_smallest_subtree_with_all_the_deepest_nodes,Smallest Subtree with all the Deepest Nodes,5,0,0,0,0.0000,N/A,0.0000,0.0000,0.0000,0.0000
s0838_push_dominoes,Push Dominoes,5,1,5,1,1.0000,0,0.2350,0.7900,0.2350,0.7900
s0885_spiral_matrix_iii,Spiral Matrix III,5,0,0,1,1.0000,N/A,0.0000,0.0000,0.0000,0.0000
s0844_backspace_string_compare,Backspace String Compare,5,1,5,1,1.0000,0,0.4038,0.8002,0.4038,0.8002
s0817_linked_list_components,Linked List Components,5,0,0,0,0.0000,N/A,0.0000,0.0000,0.0000,0.0000
